date,instrument,expected_pnl,trade_count,start_position,end_position,reported_pnl,close_price,prior_close_price,pnl_variance,abs_pnl_variance,is_exception,severity,status,age_business_days,likely_cause,cause_confidence,matched_trade_id,matched_trade_impact,stale_price_candidate_delta,implied_position_delta,investigation_note
2025-01-02,AUDUSD,-8.69,2,0,-125000,-8.69,0.68,0.68,0.0,0.0,False,None,No Exception,44,none,none,,,,,Variance below materiality threshold.
2025-01-02,EURUSD,-94.32,3,0,0,-269.32,1.09,1.08,-175.0,175.0,True,Low,Open,44,incorrect_fee,medium,,,-0.0,,"Variance is moderate, trade-related, and not well explained by price or trade-booking logic; likely fee discrepancy."
2025-01-02,GBPUSD,9.65,3,0,-150000,-240.35,1.27,1.27,-250.0,250.0,True,Low,Open,44,incorrect_fee,medium,,,-549.0,,"Variance is moderate, trade-related, and not well explained by price or trade-booking logic; likely fee discrepancy."
2025-01-03,AUDUSD,-474.68,2,-125000,-125000,-695.18,0.68,0.68,-220.5,220.5,True,Low,Open,43,wrong_position,medium,,,367.5,-75000.0,Variance is consistent with a plausible round-lot end-of-day position mismatch.
2025-01-03,EURUSD,0.0,0,0,0,0.0,1.09,1.09,0.0,0.0,False,None,No Exception,43,none,none,,,,,Variance below materiality threshold.
2025-01-03,GBPUSD,349.5,0,-150000,-150000,524.25,1.26,1.27,174.75,174.75,True,Low,Open,43,wrong_position,medium,,,-349.5,-75000.0,Variance is consistent with a plausible round-lot end-of-day position mismatch.
2025-01-06,AUDUSD,184.88,1,-125000,-200000,184.88,0.68,0.68,0.0,0.0,False,None,No Exception,42,none,none,,,,,Variance below materiality threshold.
2025-01-06,EURUSD,-57.01,3,0,-125000,-57.01,1.09,1.09,0.0,0.0,False,None,No Exception,42,none,none,,,,,Variance below materiality threshold.
2025-01-06,GBPUSD,-1018.23,2,-150000,-200000,-782.78,1.27,1.26,235.45,235.45,True,Low,Open,42,missing_trade,high,T00014,-235.45,1068.0,,Variance closely matches the removal of one same-day trade's P&L contribution.
2025-01-07,AUDUSD,187.6,2,-200000,-250000,187.6,0.68,0.68,0.0,0.0,False,None,No Exception,41,none,none,,,,,Variance below materiality threshold.
2025-01-07,EURUSD,-629.88,2,-125000,0,-629.88,1.09,1.09,0.0,0.0,False,None,No Exception,41,none,none,,,,,Variance below materiality threshold.
2025-01-07,GBPUSD,-348.0,0,-200000,-200000,-348.0,1.27,1.27,0.0,0.0,False,None,No Exception,41,none,none,,,,,Variance below materiality threshold.
2025-01-08,AUDUSD,295.69,1,-250000,-275000,295.69,0.67,0.68,0.0,0.0,False,None,No Exception,40,none,none,,,,,Variance below materiality threshold.
2025-01-08,EURUSD,-7.93,2,0,300000,-7.93,1.09,1.09,0.0,0.0,False,None,No Exception,40,none,none,,,,,Variance below materiality threshold.
2025-01-08,GBPUSD,1792.0,0,-200000,-200000,1792.0,1.26,1.27,0.0,0.0,False,None,No Exception,40,none,none,,,,,Variance below materiality threshold.
2025-01-09,AUDUSD,1204.8,1,-275000,-300000,1204.8,0.67,0.67,0.0,0.0,False,None,No Exception,39,none,none,,,,,Variance below materiality threshold.
2025-01-09,EURUSD,-242.2,1,300000,250000,-242.2,1.09,1.09,0.0,0.0,False,None,No Exception,39,none,none,,,,,Variance below materiality threshold.
2025-01-09,GBPUSD,-372.61,2,-200000,-300000,-372.61,1.26,1.26,0.0,0.0,False,None,No Exception,39,none,none,,,,,Variance below materiality threshold.
2025-01-10,AUDUSD,-281.44,2,-300000,-250000,-281.44,0.67,0.67,0.0,0.0,False,None,No Exception,38,none,none,,,,,Variance below materiality threshold.
2025-01-10,EURUSD,1510.0,0,250000,250000,1510.0,1.1,1.09,0.0,0.0,False,None,No Exception,38,none,none,,,,,Variance below materiality threshold.
2025-01-10,GBPUSD,634.03,2,-300000,-175000,634.03,1.26,1.26,0.0,0.0,False,None,No Exception,38,none,none,,,,,Variance below materiality threshold.
2025-01-13,AUDUSD,-197.5,0,-250000,-250000,-197.5,0.67,0.67,0.0,0.0,False,None,No Exception,37,none,none,,,,,Variance below materiality threshold.
2025-01-13,EURUSD,886.84,1,250000,175000,886.84,1.1,1.1,0.0,0.0,False,None,No Exception,37,none,none,,,,,Variance below materiality threshold.
2025-01-13,GBPUSD,501.33,1,-175000,-225000,501.33,1.26,1.26,0.0,0.0,False,None,No Exception,37,none,none,,,,,Variance below materiality threshold.
2025-01-14,AUDUSD,11.82,1,-250000,-150000,11.82,0.67,0.67,0.0,0.0,False,None,No Exception,36,none,none,,,,,Variance below materiality threshold.
2025-01-14,EURUSD,-316.75,0,175000,175000,-316.75,1.1,1.1,0.0,0.0,False,None,No Exception,36,none,none,,,,,Variance below materiality threshold.
2025-01-14,GBPUSD,-587.36,2,-225000,-200000,-587.36,1.26,1.26,0.0,0.0,False,None,No Exception,36,none,none,,,,,Variance below materiality threshold.
2025-01-15,AUDUSD,79.91,3,-150000,-225000,79.91,0.67,0.67,0.0,0.0,False,None,No Exception,35,none,none,,,,,Variance below materiality threshold.
2025-01-15,EURUSD,322.46,1,175000,275000,322.46,1.1,1.1,0.0,0.0,False,None,No Exception,35,none,none,,,,,Variance below materiality threshold.
2025-01-15,GBPUSD,-1040.0,0,-200000,-200000,-1040.0,1.27,1.26,0.0,0.0,False,None,No Exception,35,none,none,,,,,Variance below materiality threshold.
2025-01-16,AUDUSD,941.56,1,-225000,-250000,941.56,0.67,0.67,0.0,0.0,False,None,No Exception,34,none,none,,,,,Variance below materiality threshold.
2025-01-16,EURUSD,-457.12,1,275000,225000,-457.12,1.1,1.1,0.0,0.0,False,None,No Exception,34,none,none,,,,,Variance below materiality threshold.
2025-01-16,GBPUSD,-944.0,0,-200000,-200000,-944.0,1.27,1.27,0.0,0.0,False,None,No Exception,34,none,none,,,,,Variance below materiality threshold.
2025-01-17,AUDUSD,323.89,1,-250000,-150000,323.89,0.66,0.67,0.0,0.0,False,None,No Exception,33,none,none,,,,,Variance below materiality threshold.
2025-01-17,EURUSD,-773.61,3,225000,150000,-773.61,1.1,1.1,0.0,0.0,False,None,No Exception,33,none,none,,,,,Variance below materiality threshold.
2025-01-17,GBPUSD,976.91,2,-200000,-100000,976.91,1.27,1.27,0.0,0.0,False,None,No Exception,33,none,none,,,,,Variance below materiality threshold.
2025-01-20,AUDUSD,331.74,3,-150000,-175000,331.74,0.66,0.66,0.0,0.0,False,None,No Exception,32,none,none,,,,,Variance below materiality threshold.
2025-01-20,EURUSD,-29.81,1,150000,0,-29.81,1.1,1.1,0.0,0.0,False,None,No Exception,32,none,none,,,,,Variance below materiality threshold.
2025-01-20,GBPUSD,-267.22,3,-100000,100000,-630.08,1.27,1.27,-362.86,362.86,True,Medium,Open,32,duplicate_booking,high,T00051,-362.86,157.0,,Variance closely matches the P&L contribution of one duplicated same-day trade.
2025-01-21,AUDUSD,400.62,1,-175000,-225000,400.62,0.66,0.66,0.0,0.0,False,None,No Exception,31,none,none,,,,,Variance below materiality threshold.
2025-01-21,EURUSD,-42.51,1,0,100000,-42.51,1.09,1.1,0.0,0.0,False,None,No Exception,31,none,none,,,,,Variance below materiality threshold.
2025-01-21,GBPUSD,143.7,3,100000,100000,143.7,1.27,1.27,0.0,0.0,False,None,No Exception,31,none,none,,,,,Variance below materiality threshold.
2025-01-22,AUDUSD,113.78,1,-225000,-200000,113.78,0.66,0.66,0.0,0.0,False,None,No Exception,30,none,none,,,,,Variance below materiality threshold.
2025-01-22,EURUSD,-682.47,2,100000,275000,-682.47,1.09,1.09,0.0,0.0,False,None,No Exception,30,none,none,,,,,Variance below materiality threshold.
2025-01-22,GBPUSD,493.59,1,100000,125000,493.59,1.27,1.27,0.0,0.0,False,None,No Exception,30,none,none,,,,,Variance below materiality threshold.
2025-01-23,AUDUSD,-286.75,1,-200000,-100000,-286.75,0.66,0.66,0.0,0.0,False,None,No Exception,29,none,none,,,,,Variance below materiality threshold.
2025-01-23,EURUSD,-544.88,1,275000,125000,-544.88,1.08,1.09,0.0,0.0,False,None,No Exception,29,none,none,,,,,Variance below materiality threshold.
2025-01-23,GBPUSD,-179.18,1,125000,275000,-179.18,1.27,1.27,0.0,0.0,False,None,No Exception,29,none,none,,,,,Variance below materiality threshold.
2025-01-24,AUDUSD,-677.52,1,-100000,0,-677.52,0.67,0.66,0.0,0.0,False,None,No Exception,28,none,none,,,,,Variance below materiality threshold.
2025-01-24,EURUSD,-411.39,2,125000,-175000,-411.39,1.08,1.08,0.0,0.0,False,None,No Exception,28,none,none,,,,,Variance below materiality threshold.
2025-01-24,GBPUSD,-231.56,3,275000,200000,-231.56,1.27,1.27,0.0,0.0,False,None,No Exception,28,none,none,,,,,Variance below materiality threshold.
2025-01-27,AUDUSD,-11.77,1,0,-100000,-11.77,0.67,0.67,0.0,0.0,False,None,No Exception,27,none,none,,,,,Variance below materiality threshold.
2025-01-27,EURUSD,-217.41,2,-175000,-175000,-217.41,1.08,1.08,0.0,0.0,False,None,No Exception,27,none,none,,,,,Variance below materiality threshold.
2025-01-27,GBPUSD,-1174.27,1,200000,250000,-1174.27,1.26,1.27,0.0,0.0,False,None,No Exception,27,none,none,,,,,Variance below materiality threshold.
2025-01-28,AUDUSD,-80.68,1,-100000,-75000,-80.68,0.67,0.67,0.0,0.0,False,None,No Exception,26,none,none,,,,,Variance below materiality threshold.
2025-01-28,EURUSD,603.18,2,-175000,-425000,603.18,1.08,1.08,0.0,0.0,False,None,No Exception,26,none,none,,,,,Variance below materiality threshold.
2025-01-28,GBPUSD,-1433.92,1,250000,300000,-1433.92,1.26,1.26,0.0,0.0,False,None,No Exception,26,none,none,,,,,Variance below materiality threshold.
2025-01-29,AUDUSD,15.39,2,-75000,-75000,15.39,0.67,0.67,0.0,0.0,False,None,No Exception,25,none,none,,,,,Variance below materiality threshold.
2025-01-29,EURUSD,2536.51,3,-425000,-375000,2536.51,1.07,1.08,0.0,0.0,False,None,No Exception,25,none,none,,,,,Variance below materiality threshold.
2025-01-29,GBPUSD,683.42,3,300000,425000,907.27,1.26,1.26,223.85,223.85,True,Low,Open,25,missing_trade,high,T00086,-223.85,-1738.25,,Variance closely matches the removal of one same-day trade's P&L contribution.
2025-01-30,AUDUSD,461.32,1,-75000,-100000,461.32,0.66,0.67,0.0,0.0,False,None,No Exception,24,none,none,,,,,Variance below materiality threshold.
2025-01-30,EURUSD,-2057.54,1,-375000,-350000,-2057.54,1.08,1.07,0.0,0.0,False,None,No Exception,24,none,none,,,,,Variance below materiality threshold.
2025-01-30,GBPUSD,2993.56,3,425000,225000,2993.56,1.27,1.26,0.0,0.0,False,None,No Exception,24,none,none,,,,,Variance below materiality threshold.
2025-01-31,AUDUSD,-39.21,1,-100000,-250000,-39.21,0.66,0.66,0.0,0.0,False,None,No Exception,23,none,none,,,,,Variance below materiality threshold.
2025-01-31,EURUSD,289.88,2,-350000,-250000,289.88,1.08,1.08,0.0,0.0,False,None,No Exception,23,none,none,,,,,Variance below materiality threshold.
2025-01-31,GBPUSD,-256.87,2,225000,75000,-256.87,1.27,1.27,0.0,0.0,False,None,No Exception,23,none,none,,,,,Variance below materiality threshold.
2025-02-03,AUDUSD,-46.19,1,-250000,-225000,-46.19,0.66,0.66,0.0,0.0,False,None,No Exception,22,none,none,,,,,Variance below materiality threshold.
2025-02-03,EURUSD,-412.72,3,-250000,-325000,-660.57,1.08,1.08,-247.85,247.85,True,Low,Open,22,duplicate_booking,high,T00101,-247.85,81.25,,Variance closely matches the P&L contribution of one duplicated same-day trade.
2025-02-03,GBPUSD,639.84,3,75000,225000,639.84,1.27,1.27,0.0,0.0,False,None,No Exception,22,none,none,,,,,Variance below materiality threshold.
2025-02-04,AUDUSD,-1653.75,0,-225000,-225000,-1653.75,0.67,0.66,0.0,0.0,False,None,No Exception,21,none,none,,,,,Variance below materiality threshold.
2025-02-04,EURUSD,1508.28,3,-325000,-175000,1508.28,1.07,1.08,0.0,0.0,False,None,No Exception,21,none,none,,,,,Variance below materiality threshold.
2025-02-04,GBPUSD,414.0,0,225000,225000,414.0,1.27,1.27,0.0,0.0,False,None,No Exception,21,none,none,,,,,Variance below materiality threshold.
2025-02-05,AUDUSD,45.87,2,-225000,-325000,45.87,0.67,0.67,0.0,0.0,False,None,No Exception,20,none,none,,,,,Variance below materiality threshold.
2025-02-05,EURUSD,341.85,2,-175000,125000,341.85,1.07,1.07,0.0,0.0,False,None,No Exception,20,none,none,,,,,Variance below materiality threshold.
2025-02-05,GBPUSD,-608.62,3,225000,275000,-608.62,1.27,1.27,0.0,0.0,False,None,No Exception,20,none,none,,,,,Variance below materiality threshold.
2025-02-06,AUDUSD,-327.99,2,-325000,-450000,-327.99,0.67,0.67,0.0,0.0,False,None,No Exception,19,none,none,,,,,Variance below materiality threshold.
2025-02-06,EURUSD,-67.72,2,125000,125000,-67.72,1.07,1.07,0.0,0.0,False,None,No Exception,19,none,none,,,,,Variance below materiality threshold.
2025-02-06,GBPUSD,526.79,1,275000,125000,526.79,1.27,1.27,0.0,0.0,False,None,No Exception,19,none,none,,,,,Variance below materiality threshold.
2025-02-07,AUDUSD,67.3,3,-450000,-600000,67.3,0.67,0.67,0.0,0.0,False,None,No Exception,18,none,none,,,,,Variance below materiality threshold.
2025-02-07,EURUSD,-592.68,1,125000,75000,-592.68,1.07,1.07,0.0,0.0,False,None,No Exception,18,none,none,,,,,Variance below materiality threshold.
2025-02-07,GBPUSD,837.0,3,125000,125000,837.0,1.28,1.27,0.0,0.0,False,None,No Exception,18,none,none,,,,,Variance below materiality threshold.
2025-02-10,AUDUSD,2118.0,0,-600000,-600000,2118.0,0.67,0.67,0.0,0.0,False,None,No Exception,17,none,none,,,,,Variance below materiality threshold.
2025-02-10,EURUSD,139.65,1,75000,150000,139.65,1.07,1.07,0.0,0.0,False,None,No Exception,17,none,none,,,,,Variance below materiality threshold.
2025-02-10,GBPUSD,-54.56,1,125000,200000,-54.56,1.28,1.28,0.0,0.0,False,None,No Exception,17,none,none,,,,,Variance below materiality threshold.
2025-02-11,AUDUSD,-2036.16,2,-600000,-850000,-2036.16,0.67,0.67,0.0,0.0,False,None,No Exception,16,none,none,,,,,Variance below materiality threshold.
2025-02-11,EURUSD,-279.71,1,150000,225000,-279.71,1.06,1.07,0.0,0.0,False,None,No Exception,16,none,none,,,,,Variance below materiality threshold.
2025-02-11,GBPUSD,1530.71,1,200000,150000,1530.71,1.29,1.28,0.0,0.0,False,None,No Exception,16,none,none,,,,,Variance below materiality threshold.
2025-02-12,AUDUSD,-1908.45,2,-850000,-700000,-1908.45,0.67,0.67,0.0,0.0,False,None,No Exception,15,none,none,,,,,Variance below materiality threshold.
2025-02-12,EURUSD,-269.06,1,225000,175000,-269.06,1.06,1.06,0.0,0.0,False,None,No Exception,15,none,none,,,,,Variance below materiality threshold.
2025-02-12,GBPUSD,-1966.48,3,150000,150000,-1966.48,1.28,1.29,0.0,0.0,False,None,No Exception,15,none,none,,,,,Variance below materiality threshold.
2025-02-13,AUDUSD,-1680.0,0,-700000,-700000,-1680.0,0.68,0.67,0.0,0.0,False,None,No Exception,14,none,none,,,,,Variance below materiality threshold.
2025-02-13,EURUSD,-260.64,2,175000,25000,-260.64,1.06,1.06,0.0,0.0,False,None,No Exception,14,none,none,,,,,Variance below materiality threshold.
2025-02-13,GBPUSD,592.15,1,150000,250000,592.15,1.28,1.28,0.0,0.0,False,None,No Exception,14,none,none,,,,,Variance below materiality threshold.
2025-02-14,AUDUSD,1870.95,2,-700000,-650000,1870.95,0.67,0.68,0.0,0.0,False,None,No Exception,13,none,none,,,,,Variance below materiality threshold.
2025-02-14,EURUSD,220.09,1,25000,100000,220.09,1.07,1.06,0.0,0.0,False,None,No Exception,13,none,none,,,,,Variance below materiality threshold.
2025-02-14,GBPUSD,86.63,1,250000,225000,86.63,1.28,1.28,0.0,0.0,False,None,No Exception,13,none,none,,,,,Variance below materiality threshold.
2025-02-17,AUDUSD,-2792.22,1,-650000,-675000,-2792.22,0.68,0.67,0.0,0.0,False,None,No Exception,12,none,none,,,,,Variance below materiality threshold.
2025-02-17,EURUSD,-27.12,1,100000,25000,-27.12,1.07,1.07,0.0,0.0,False,None,No Exception,12,none,none,,,,,Variance below materiality threshold.
2025-02-17,GBPUSD,-236.02,1,225000,175000,-236.02,1.28,1.28,0.0,0.0,False,None,No Exception,12,none,none,,,,,Variance below materiality threshold.
2025-02-18,AUDUSD,2882.25,0,-675000,-675000,2882.25,0.67,0.68,0.0,0.0,False,None,No Exception,11,none,none,,,,,Variance below materiality threshold.
2025-02-18,EURUSD,-56.45,1,25000,-25000,-56.45,1.06,1.07,0.0,0.0,False,None,No Exception,11,none,none,,,,,Variance below materiality threshold.
2025-02-18,GBPUSD,51.95,2,175000,400000,51.95,1.28,1.28,0.0,0.0,False,None,No Exception,11,none,none,,,,,Variance below materiality threshold.
2025-02-19,AUDUSD,-1222.32,3,-675000,-675000,-1222.32,0.67,0.67,0.0,0.0,False,None,No Exception,10,none,none,,,,,Variance below materiality threshold.
2025-02-19,EURUSD,-76.5,0,-25000,-25000,-76.5,1.07,1.06,0.0,0.0,False,None,No Exception,10,none,none,,,,,Variance below materiality threshold.
2025-02-19,GBPUSD,-4058.3,1,400000,325000,-4058.3,1.27,1.28,0.0,0.0,False,None,No Exception,10,none,none,,,,,Variance below materiality threshold.
2025-02-20,AUDUSD,-4470.56,1,-675000,-650000,-148.06,0.68,0.67,4322.5,4322.5,True,High,Open,9,stale_price,high,,,4322.5,,Variance closely matches using prior close instead of current close on the end-of-day position.
2025-02-20,EURUSD,37.58,1,-25000,-175000,37.58,1.06,1.07,0.0,0.0,False,None,No Exception,9,none,none,,,,,Variance below materiality threshold.
2025-02-20,GBPUSD,-263.34,1,325000,425000,-263.34,1.27,1.27,0.0,0.0,False,None,No Exception,9,none,none,,,,,Variance below materiality threshold.
2025-02-21,AUDUSD,1856.13,1,-650000,-750000,1856.13,0.68,0.68,0.0,0.0,False,None,No Exception,8,none,none,,,,,Variance below materiality threshold.
2025-02-21,EURUSD,-209.03,1,-175000,-75000,-209.03,1.06,1.06,0.0,0.0,False,None,No Exception,8,none,none,,,,,Variance below materiality threshold.
2025-02-21,GBPUSD,785.71,1,425000,450000,785.71,1.27,1.27,0.0,0.0,False,None,No Exception,8,none,none,,,,,Variance below materiality threshold.
2025-02-24,AUDUSD,1297.5,0,-750000,-750000,1297.5,0.68,0.68,0.0,0.0,False,None,No Exception,7,none,none,,,,,Variance below materiality threshold.
2025-02-24,EURUSD,644.39,1,-75000,-125000,644.39,1.06,1.06,0.0,0.0,False,None,No Exception,7,none,none,,,,,Variance below materiality threshold.
2025-02-24,GBPUSD,3366.29,2,450000,575000,3366.29,1.28,1.27,0.0,0.0,False,None,No Exception,7,none,none,,,,,Variance below materiality threshold.
2025-02-25,AUDUSD,-245.03,1,-750000,-825000,-245.03,0.68,0.68,0.0,0.0,False,None,No Exception,6,none,none,,,,,Variance below materiality threshold.
2025-02-25,EURUSD,613.75,0,-125000,-125000,613.75,1.05,1.06,0.0,0.0,False,None,No Exception,6,none,none,,,,,Variance below materiality threshold.
2025-02-25,GBPUSD,-1473.24,2,575000,325000,-1473.24,1.27,1.28,0.0,0.0,False,None,No Exception,6,none,none,,,,,Variance below materiality threshold.
2025-02-26,AUDUSD,1254.99,2,-825000,-875000,1254.99,0.68,0.68,0.0,0.0,False,None,No Exception,5,none,none,,,,,Variance below materiality threshold.
2025-02-26,EURUSD,-90.0,0,-125000,-125000,-90.0,1.05,1.05,0.0,0.0,False,None,No Exception,5,none,none,,,,,Variance below materiality threshold.
2025-02-26,GBPUSD,-1315.04,2,325000,350000,-1315.04,1.27,1.27,0.0,0.0,False,None,No Exception,5,none,none,,,,,Variance below materiality threshold.
2025-02-27,AUDUSD,4100.35,2,-875000,-925000,-256.4,0.67,0.68,-4356.75,4356.75,True,High,Open,4,stale_price,high,,,-4356.75,,Variance closely matches using prior close instead of current close on the end-of-day position.
2025-02-27,EURUSD,-380.58,1,-125000,-75000,-380.58,1.05,1.05,0.0,0.0,False,None,No Exception,4,none,none,,,,,Variance below materiality threshold.
2025-02-27,GBPUSD,-840.31,2,350000,500000,-840.31,1.27,1.27,0.0,0.0,False,None,No Exception,4,none,none,,,,,Variance below materiality threshold.
2025-02-28,AUDUSD,-221.41,1,-925000,-1075000,-221.41,0.67,0.67,0.0,0.0,False,None,No Exception,3,none,none,,,,,Variance below materiality threshold.
2025-02-28,EURUSD,-76.78,1,-75000,0,-76.78,1.06,1.05,0.0,0.0,False,None,No Exception,3,none,none,,,,,Variance below materiality threshold.
2025-02-28,GBPUSD,2445.74,2,500000,450000,2445.74,1.27,1.27,0.0,0.0,False,None,No Exception,3,none,none,,,,,Variance below materiality threshold.
2025-03-03,AUDUSD,3450.75,0,-1075000,-1075000,3450.75,0.67,0.67,0.0,0.0,False,None,No Exception,2,none,none,,,,,Variance below materiality threshold.
2025-03-03,EURUSD,34.46,2,0,250000,34.46,1.05,1.06,0.0,0.0,False,None,No Exception,2,none,none,,,,,Variance below materiality threshold.
2025-03-03,GBPUSD,605.68,2,450000,500000,605.68,1.27,1.27,0.0,0.0,False,None,No Exception,2,none,none,,,,,Variance below materiality threshold.
2025-03-04,AUDUSD,-1570.33,2,-1075000,-950000,-1570.33,0.67,0.67,0.0,0.0,False,None,No Exception,1,none,none,,,,,Variance below materiality threshold.
2025-03-04,EURUSD,-369.41,3,250000,75000,-369.41,1.05,1.05,0.0,0.0,False,None,No Exception,1,none,none,,,,,Variance below materiality threshold.
2025-03-04,GBPUSD,-1248.66,2,500000,500000,-1248.66,1.27,1.27,0.0,0.0,False,None,No Exception,1,none,none,,,,,Variance below materiality threshold.
2025-03-05,AUDUSD,2589.31,2,-950000,-875000,2589.31,0.67,0.67,0.0,0.0,False,None,No Exception,0,none,none,,,,,Variance below materiality threshold.
2025-03-05,EURUSD,-319.96,2,75000,-100000,-319.96,1.05,1.05,0.0,0.0,False,None,No Exception,0,none,none,,,,,Variance below materiality threshold.
2025-03-05,GBPUSD,1486.23,3,500000,275000,1486.23,1.27,1.27,0.0,0.0,False,None,No Exception,0,none,none,,,,,Variance below materiality threshold.
